Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
2251,10,14,4,AI,Bangalore,1414121,29801,No,Low,500000
2252,4,7,7,AgriTech,Mumbai,846801,1867546,Yes,High,5000000
2253,18,7,6,AgriTech,Chennai,61506,1949473,Yes,High,5000000
2254,2,4,5,EdTech,Pune,650173,661684,Yes,High,5000000
2255,2,4,4,AgriTech,Chennai,1508802,573864,No,Low,500000
2256,8,4,2,E-Commerce,Pune,1783694,1454807,No,Low,500000
2257,3,5,1,HealthTech,Mumbai,1886134,2272285,Yes,High,5000000
2258,20,0,3,AgriTech,Delhi,1917834,1710543,No,Low,500000
2259,6,1,2,EdTech,Pune,1098688,547488,No,Low,500000
2260,17,11,7,E-Commerce,Bangalore,1655350,50916,No,Low,500000
2261,19,14,4,FinTech,Mumbai,395115,2423105,Yes,High,5000000
2262,5,6,7,EdTech,Kolkata,1114719,57946,No,Low,500000
2263,9,15,9,HealthTech,Pune,1689186,1437242,No,Low,500000
2264,3,5,7,AgriTech,Kolkata,201075,764324,Yes,High,5000000
2265,9,15,10,HealthTech,Pune,1318358,290964,No,Low,500000
2266,6,6,9,EdTech,Pune,827904,371509,No,Low,500000
2267,16,5,1,E-Commerce,Mumbai,122639,1816478,Yes,High,5000000
2268,10,4,10,AgriTech,Hyderabad,1932957,2072368,Yes,High,5000000
2269,5,6,5,AgriTech,Mumbai,448352,2146294,Yes,High,5000000
2270,17,15,10,AgriTech,Chennai,1243015,921698,No,Low,500000
2271,3,12,4,HealthTech,Bangalore,1418203,2074913,Yes,High,5000000
2272,17,13,2,CleanTech,Mumbai,1379152,240278,No,Low,500000
2273,8,7,6,E-Commerce,Kolkata,1274470,64487,No,Low,500000
2274,10,11,5,CleanTech,Chennai,266696,1187634,Yes,High,5000000
2275,18,9,3,FinTech,Bangalore,425545,1571366,Yes,High,5000000
2276,16,2,8,HealthTech,Kolkata,328341,1947910,Yes,High,5000000
2277,19,6,6,EdTech,Kolkata,716891,1115286,Yes,High,5000000
2278,7,13,3,CleanTech,Kolkata,643300,146570,No,Low,500000
2279,5,3,6,CleanTech,Delhi,260124,1708448,Yes,High,5000000
2280,20,0,10,FinTech,Pune,1678394,1996184,Yes,High,5000000
2281,4,1,10,AI,Delhi,948197,1243884,Yes,High,5000000
2282,14,1,7,AgriTech,Bangalore,560953,1139077,Yes,High,5000000
2283,11,8,4,E-Commerce,Hyderabad,479875,1766316,Yes,High,5000000
2284,19,2,2,FinTech,Hyderabad,1428867,2247867,Yes,High,5000000
2285,3,12,10,CleanTech,Chennai,144181,539469,Yes,High,5000000
2286,12,8,9,AI,Hyderabad,351360,2323180,Yes,High,5000000
2287,13,14,3,CleanTech,Hyderabad,1157727,1014723,No,Low,500000
2288,9,9,2,E-Commerce,Delhi,423487,2310439,Yes,High,5000000
2289,15,2,5,AI,Delhi,413640,1008042,Yes,High,5000000
2290,3,11,2,FinTech,Chennai,1892998,1488063,No,Low,500000
2291,11,15,5,CleanTech,Hyderabad,360932,1741643,Yes,High,5000000
2292,13,4,3,AgriTech,Hyderabad,285904,593434,Yes,High,5000000
2293,7,14,4,HealthTech,Hyderabad,1559312,1996208,Yes,High,5000000
2294,13,12,5,AgriTech,Pune,1659480,1414035,No,Low,500000
2295,12,2,7,EdTech,Mumbai,789465,931334,Yes,High,5000000
2296,2,10,1,E-Commerce,Delhi,1600031,1090041,No,Low,500000
2297,10,12,9,FinTech,Bangalore,325015,910687,Yes,High,5000000
2298,20,8,9,EdTech,Bangalore,1257023,2376743,Yes,High,5000000
2299,6,10,4,AI,Pune,435677,728414,Yes,High,5000000
2300,13,12,10,E-Commerce,Hyderabad,1673706,1677855,Yes,High,5000000
2301,20,13,1,HealthTech,Delhi,291492,462090,Yes,High,5000000
2302,16,14,3,EdTech,Bangalore,192780,1430413,Yes,High,5000000
2303,8,9,7,EdTech,Pune,1249060,901405,No,Low,500000
2304,8,7,1,FinTech,Hyderabad,343711,458047,Yes,High,5000000
2305,9,8,9,AgriTech,Hyderabad,1347211,873041,No,Low,500000
2306,13,8,4,FinTech,Chennai,1132878,290434,No,Low,500000
2307,7,11,2,AgriTech,Mumbai,424213,265283,No,Low,500000
2308,4,13,3,AgriTech,Hyderabad,1465458,1161462,No,Low,500000
2309,14,3,4,FinTech,Pune,919698,2229373,Yes,High,5000000
2310,13,10,9,HealthTech,Hyderabad,754548,1249843,Yes,High,5000000
2311,20,2,3,EdTech,Pune,1991202,289154,No,Low,500000
2312,8,12,2,AgriTech,Delhi,1513631,532505,No,Low,500000
2313,17,5,10,FinTech,Pune,1805111,1427045,No,Low,500000
2314,18,3,5,E-Commerce,Pune,1977221,67003,No,Low,500000
2315,15,8,3,AI,Kolkata,1125905,2242197,Yes,High,5000000
2316,14,2,1,FinTech,Delhi,1672717,2156800,Yes,High,5000000
2317,15,15,4,CleanTech,Delhi,1341601,1050296,No,Low,500000
2318,13,10,5,HealthTech,Bangalore,154983,2253291,Yes,High,5000000
2319,9,8,10,HealthTech,Delhi,169476,1323013,Yes,High,5000000
2320,18,10,2,E-Commerce,Chennai,1682810,1735923,Yes,High,5000000
2321,5,2,7,AI,Chennai,79886,599779,Yes,High,5000000
2322,4,5,5,AI,Kolkata,1382467,1635407,Yes,High,5000000
2323,11,7,8,AI,Pune,559243,1086140,Yes,High,5000000
2324,10,15,10,E-Commerce,Mumbai,357338,2281286,Yes,High,5000000
2325,18,1,9,HealthTech,Pune,398673,354825,No,Low,500000
2326,2,10,1,AgriTech,Chennai,1126706,929367,No,Low,500000
2327,12,7,5,FinTech,Pune,999445,1055860,Yes,High,5000000
2328,3,4,6,HealthTech,Hyderabad,449971,934817,Yes,High,5000000
2329,8,12,2,HealthTech,Bangalore,104968,2497935,Yes,High,5000000
2330,16,4,8,AI,Kolkata,308695,266433,No,Low,500000
2331,5,6,1,E-Commerce,Delhi,656073,2294207,Yes,High,5000000
2332,17,14,9,CleanTech,Delhi,1106989,70730,No,Low,500000
2333,8,11,8,EdTech,Chennai,278892,2204819,Yes,High,5000000
2334,20,13,6,FinTech,Pune,1425615,245673,No,Low,500000
2335,12,3,9,E-Commerce,Mumbai,517444,714929,Yes,High,5000000
2336,2,10,3,AI,Chennai,476483,725300,Yes,High,5000000
2337,7,13,6,FinTech,Mumbai,1778006,425100,No,Low,500000
2338,11,15,2,AgriTech,Hyderabad,182278,1756267,Yes,High,5000000
2339,19,6,3,EdTech,Bangalore,1492784,124003,No,Low,500000
2340,12,4,2,AgriTech,Pune,195642,669161,Yes,High,5000000
2341,4,7,10,CleanTech,Bangalore,1083558,62412,No,Low,500000
2342,12,3,7,CleanTech,Bangalore,1556405,1945403,Yes,High,5000000
2343,12,8,1,HealthTech,Kolkata,1965055,655359,No,Low,500000
2344,12,8,3,AI,Mumbai,126321,2082525,Yes,High,5000000
2345,6,8,4,HealthTech,Hyderabad,97261,938137,Yes,High,5000000
2346,16,3,2,CleanTech,Kolkata,213143,810770,Yes,High,5000000
2347,6,3,10,E-Commerce,Mumbai,160273,1815861,Yes,High,5000000
2348,6,8,7,AgriTech,Kolkata,1881131,1629283,No,Low,500000
2349,11,8,2,EdTech,Pune,1211768,2062198,Yes,High,5000000
2350,19,12,6,AgriTech,Chennai,50177,2116317,Yes,High,5000000
2351,18,8,7,AI,Bangalore,1752393,1191250,No,Low,500000
2352,19,1,5,AgriTech,Mumbai,522050,1765274,Yes,High,5000000
2353,13,7,2,FinTech,Mumbai,1771772,990911,No,Low,500000
2354,19,3,7,CleanTech,Chennai,1869922,1198642,No,Low,500000
2355,4,1,5,HealthTech,Bangalore,1952048,370337,No,Low,500000
2356,4,7,7,AgriTech,Bangalore,1929077,630295,No,Low,500000
2357,19,5,10,CleanTech,Hyderabad,829248,2207172,Yes,High,5000000
2358,11,14,2,HealthTech,Bangalore,1681284,1987054,Yes,High,5000000
2359,11,6,4,EdTech,Chennai,1969336,690059,No,Low,500000
2360,14,0,9,AI,Hyderabad,553121,1523033,Yes,High,5000000
2361,10,11,4,AgriTech,Delhi,1340829,1009587,No,Low,500000
2362,19,7,7,FinTech,Delhi,67263,2246371,Yes,High,5000000
2363,17,13,1,EdTech,Hyderabad,1238212,2282418,Yes,High,5000000
2364,6,9,9,AgriTech,Hyderabad,1829462,1602522,No,Low,500000
2365,20,2,1,AI,Mumbai,1158692,1832653,Yes,High,5000000
2366,11,9,6,E-Commerce,Mumbai,159276,586248,Yes,High,5000000
2367,19,3,10,CleanTech,Kolkata,1959486,978668,No,Low,500000
2368,15,12,3,AgriTech,Chennai,770447,672334,No,Low,500000
2369,9,5,9,CleanTech,Hyderabad,861461,253526,No,Low,500000
2370,7,6,9,AI,Kolkata,1099295,418367,No,Low,500000
2371,19,4,5,EdTech,Bangalore,1113832,213292,No,Low,500000
2372,14,7,10,AI,Delhi,335791,599367,Yes,High,5000000
2373,9,5,5,FinTech,Chennai,1488887,829374,No,Low,500000
2374,3,0,7,AI,Mumbai,1897857,131732,No,Low,500000
2375,16,1,3,E-Commerce,Chennai,270591,595093,Yes,High,5000000
2376,13,13,4,HealthTech,Mumbai,197478,1583034,Yes,High,5000000
2377,10,15,5,E-Commerce,Chennai,1877338,1009968,No,Low,500000
2378,11,3,1,FinTech,Pune,631721,1854869,Yes,High,5000000
2379,12,15,7,EdTech,Kolkata,975351,2450479,Yes,High,5000000
2380,16,12,10,CleanTech,Kolkata,712513,2229051,Yes,High,5000000
2381,7,13,9,AI,Kolkata,454525,1932569,Yes,High,5000000
2382,13,6,9,AI,Hyderabad,679358,1885467,Yes,High,5000000
2383,20,3,6,AI,Mumbai,460911,1902065,Yes,High,5000000
2384,10,3,1,EdTech,Kolkata,200568,294957,Yes,High,5000000
2385,2,2,10,CleanTech,Hyderabad,1617326,563346,No,Low,500000
2386,20,5,3,AgriTech,Mumbai,1447427,636587,No,Low,500000
2387,14,12,9,FinTech,Bangalore,91144,1571094,Yes,High,5000000
2388,3,11,5,AgriTech,Chennai,1734898,1372805,No,Low,500000
2389,4,7,2,HealthTech,Mumbai,1395139,2254493,Yes,High,5000000
2390,3,3,7,FinTech,Chennai,1460803,1769512,Yes,High,5000000
2391,8,0,1,AgriTech,Bangalore,709471,1394503,Yes,High,5000000
2392,15,12,3,EdTech,Delhi,574914,2232641,Yes,High,5000000
2393,14,5,9,EdTech,Delhi,731312,1971326,Yes,High,5000000
2394,7,2,1,E-Commerce,Pune,342847,81535,No,Low,500000
2395,5,2,3,EdTech,Chennai,588789,386417,No,Low,500000
2396,20,3,5,FinTech,Pune,891742,66179,No,Low,500000
2397,3,0,1,E-Commerce,Kolkata,446142,78469,No,Low,500000
2398,12,14,2,FinTech,Hyderabad,1914667,43921,No,Low,500000
2399,3,2,3,EdTech,Kolkata,1981128,2193469,Yes,High,5000000
2400,20,6,3,FinTech,Bangalore,1456372,234679,No,Low,500000
2401,3,7,7,AgriTech,Bangalore,1300984,1616822,Yes,High,5000000
2402,11,5,8,AI,Pune,69615,49281,No,Low,500000
2403,5,11,5,HealthTech,Bangalore,940373,2250517,Yes,High,5000000
2404,11,6,3,EdTech,Delhi,824954,770549,No,Low,500000
2405,19,13,7,AI,Delhi,1323437,798604,No,Low,500000
2406,11,10,2,HealthTech,Bangalore,1591887,220428,No,Low,500000
2407,7,10,9,FinTech,Pune,528565,576813,Yes,High,5000000
2408,12,1,3,FinTech,Chennai,1085307,856522,No,Low,500000
2409,14,14,4,CleanTech,Kolkata,1669923,1205798,No,Low,500000
2410,8,3,2,AgriTech,Kolkata,1212093,1567001,Yes,High,5000000
2411,2,4,8,E-Commerce,Kolkata,1181547,1495083,Yes,High,5000000
2412,5,7,3,CleanTech,Bangalore,507998,1225359,Yes,High,5000000
2413,12,8,5,AI,Hyderabad,1598183,1404485,No,Low,500000
2414,4,7,3,EdTech,Hyderabad,1931487,1547922,No,Low,500000
2415,5,3,2,HealthTech,Kolkata,1076743,869884,No,Low,500000
2416,11,11,1,AgriTech,Chennai,337199,128340,No,Low,500000
2417,16,7,1,HealthTech,Mumbai,1160324,2360707,Yes,High,5000000
2418,7,3,2,AgriTech,Mumbai,157091,1474587,Yes,High,5000000
2419,18,7,1,EdTech,Delhi,358946,1137539,Yes,High,5000000
2420,3,5,6,AgriTech,Bangalore,431570,1917331,Yes,High,5000000
2421,10,6,7,AgriTech,Hyderabad,307641,2091696,Yes,High,5000000
2422,4,10,7,E-Commerce,Hyderabad,1197965,1900868,Yes,High,5000000
2423,17,7,6,FinTech,Mumbai,280063,1780437,Yes,High,5000000
2424,15,14,7,FinTech,Pune,1576427,1861895,Yes,High,5000000
2425,6,8,6,E-Commerce,Bangalore,314044,2045277,Yes,High,5000000
2426,13,5,10,E-Commerce,Bangalore,1867124,901664,No,Low,500000
2427,11,6,2,AgriTech,Mumbai,1045234,533422,No,Low,500000
2428,9,8,2,E-Commerce,Delhi,700641,2056017,Yes,High,5000000
2429,6,9,8,HealthTech,Delhi,598065,787320,Yes,High,5000000
2430,8,4,6,E-Commerce,Kolkata,277968,551815,Yes,High,5000000
2431,17,9,3,EdTech,Hyderabad,684705,135150,No,Low,500000
2432,6,14,3,FinTech,Bangalore,1170440,614072,No,Low,500000
2433,4,7,2,EdTech,Mumbai,1908830,371497,No,Low,500000
2434,3,3,1,AI,Pune,799865,1460793,Yes,High,5000000
2435,7,9,7,CleanTech,Hyderabad,1273599,2319500,Yes,High,5000000
2436,15,15,6,AgriTech,Hyderabad,73665,763118,Yes,High,5000000
2437,7,7,6,EdTech,Chennai,425779,1947001,Yes,High,5000000
2438,12,4,2,AgriTech,Bangalore,291935,885909,Yes,High,5000000
2439,7,7,2,AgriTech,Bangalore,1432702,2054592,Yes,High,5000000
2440,2,10,9,E-Commerce,Kolkata,1045447,1121888,Yes,High,5000000
2441,20,12,10,HealthTech,Chennai,1952875,1139950,No,Low,500000
2442,4,6,10,AgriTech,Bangalore,1062597,2445347,Yes,High,5000000
2443,3,11,6,E-Commerce,Kolkata,1980631,57325,No,Low,500000
2444,14,7,6,HealthTech,Delhi,1632462,1285934,No,Low,500000
2445,7,11,5,AgriTech,Chennai,741520,1426964,Yes,High,5000000
2446,8,10,3,CleanTech,Bangalore,1194071,302468,No,Low,500000
2447,6,5,9,FinTech,Hyderabad,1799881,2285544,Yes,High,5000000
2448,11,15,8,AI,Kolkata,298056,120232,No,Low,500000
2449,2,1,9,E-Commerce,Mumbai,1009027,1142923,Yes,High,5000000
2450,4,14,4,AgriTech,Mumbai,1353606,2284999,Yes,High,5000000
2451,15,8,7,CleanTech,Mumbai,402437,1176485,Yes,High,5000000
2452,19,9,2,HealthTech,Pune,195094,1227377,Yes,High,5000000
2453,16,1,3,AI,Chennai,1303762,357597,No,Low,500000
2454,14,1,9,FinTech,Delhi,155690,2435432,Yes,High,5000000
2455,7,6,4,CleanTech,Delhi,794901,1473796,Yes,High,5000000
2456,5,6,7,HealthTech,Bangalore,345846,1542255,Yes,High,5000000
2457,16,8,6,E-Commerce,Kolkata,1570796,41793,No,Low,500000
2458,11,9,8,CleanTech,Delhi,66042,1373502,Yes,High,5000000
2459,16,9,7,AgriTech,Chennai,1362376,811078,No,Low,500000
2460,4,14,5,AgriTech,Chennai,423320,1802143,Yes,High,5000000
2461,19,9,6,AI,Chennai,1499887,967729,No,Low,500000
2462,9,0,2,E-Commerce,Bangalore,1778991,1654568,No,Low,500000
2463,18,0,9,AgriTech,Hyderabad,1822651,1214700,No,Low,500000
2464,7,6,1,HealthTech,Kolkata,1007561,909432,No,Low,500000
2465,7,15,3,AI,Mumbai,1350110,1666415,Yes,High,5000000
2466,19,1,1,E-Commerce,Bangalore,1797918,1801177,Yes,High,5000000
2467,15,14,4,E-Commerce,Chennai,790262,1658807,Yes,High,5000000
2468,6,1,8,FinTech,Pune,1732240,1090824,No,Low,500000
2469,7,13,7,E-Commerce,Kolkata,801014,1913719,Yes,High,5000000
2470,3,10,8,EdTech,Delhi,127226,782782,Yes,High,5000000
2471,4,10,7,CleanTech,Kolkata,52212,1852013,Yes,High,5000000
2472,9,11,6,AI,Bangalore,1674943,828724,No,Low,500000
2473,17,10,2,FinTech,Delhi,309914,555213,Yes,High,5000000
2474,16,13,2,HealthTech,Hyderabad,644243,2184837,Yes,High,5000000
2475,5,10,1,EdTech,Chennai,440058,1593849,Yes,High,5000000
2476,11,4,5,HealthTech,Hyderabad,910956,1527488,Yes,High,5000000
2477,2,13,1,E-Commerce,Mumbai,1217872,588486,No,Low,500000
2478,8,12,10,FinTech,Hyderabad,282510,704528,Yes,High,5000000
2479,16,11,2,AgriTech,Delhi,1517770,1584804,Yes,High,5000000
2480,5,4,1,FinTech,Pune,1085231,2148503,Yes,High,5000000
2481,9,8,8,AI,Delhi,1491217,2259348,Yes,High,5000000
2482,15,6,4,E-Commerce,Pune,1649583,1885181,Yes,High,5000000
2483,15,13,8,CleanTech,Mumbai,387681,710846,Yes,High,5000000
2484,7,9,3,E-Commerce,Pune,359496,951230,Yes,High,5000000
2485,10,5,9,CleanTech,Delhi,1250828,658327,No,Low,500000
2486,13,11,3,AgriTech,Delhi,693810,1707918,Yes,High,5000000
2487,9,0,6,HealthTech,Mumbai,447542,1741184,Yes,High,5000000
2488,11,5,8,EdTech,Bangalore,1892986,1811535,No,Low,500000
2489,2,4,7,AI,Bangalore,1142726,903299,No,Low,500000
2490,20,12,6,EdTech,Pune,1949446,1302418,No,Low,500000
2491,18,10,4,CleanTech,Pune,396354,1781991,Yes,High,5000000
2492,7,13,1,EdTech,Chennai,1534483,1085939,No,Low,500000
2493,20,2,3,AgriTech,Hyderabad,1451204,426534,No,Low,500000
2494,18,5,10,AgriTech,Mumbai,700145,2219373,Yes,High,5000000
2495,15,6,7,EdTech,Bangalore,1770659,1292386,No,Low,500000
2496,19,5,8,FinTech,Kolkata,917649,1463801,Yes,High,5000000
2497,4,11,9,E-Commerce,Hyderabad,251780,864651,Yes,High,5000000
2498,3,2,4,AI,Pune,1769825,362543,No,Low,500000
2499,19,8,7,HealthTech,Mumbai,1508534,968406,No,Low,500000
2500,3,0,4,CleanTech,Hyderabad,929422,584917,No,Low,500000
2501,2,10,7,AgriTech,Pune,1757669,2272808,Yes,High,5000000
2502,4,13,8,EdTech,Pune,1577903,2213272,Yes,High,5000000
2503,15,10,5,AgriTech,Kolkata,1000009,2429440,Yes,High,5000000
2504,8,7,9,EdTech,Hyderabad,1387656,603077,No,Low,500000
2505,13,7,2,FinTech,Hyderabad,1706409,617415,No,Low,500000
2506,14,6,5,AgriTech,Chennai,749885,534461,No,Low,500000
2507,20,2,5,E-Commerce,Bangalore,382267,2377564,Yes,High,5000000
2508,9,2,1,CleanTech,Pune,299425,591237,Yes,High,5000000
2509,5,8,2,EdTech,Chennai,192704,878922,Yes,High,5000000
2510,4,14,7,FinTech,Mumbai,834819,1484851,Yes,High,5000000
2511,3,4,9,AI,Delhi,896794,648825,No,Low,500000
2512,6,3,4,E-Commerce,Pune,509809,1528793,Yes,High,5000000
2513,5,7,8,EdTech,Kolkata,1922322,409413,No,Low,500000
2514,19,14,9,EdTech,Mumbai,1822324,1740900,No,Low,500000
2515,16,9,10,EdTech,Chennai,1879516,2411986,Yes,High,5000000
2516,14,0,5,CleanTech,Bangalore,127188,789679,Yes,High,5000000
2517,19,15,6,AI,Hyderabad,532381,1436892,Yes,High,5000000
2518,15,0,7,HealthTech,Chennai,1433954,1366501,No,Low,500000
2519,14,0,5,EdTech,Chennai,1075676,1300823,Yes,High,5000000
2520,2,15,5,EdTech,Mumbai,286717,926726,Yes,High,5000000
2521,13,4,3,E-Commerce,Delhi,306224,713067,Yes,High,5000000
2522,12,15,1,AI,Bangalore,70762,1596564,Yes,High,5000000
2523,9,14,1,HealthTech,Delhi,530923,176441,No,Low,500000
2524,15,15,8,CleanTech,Kolkata,500645,1049658,Yes,High,5000000
2525,20,9,8,EdTech,Pune,1991326,1002431,No,Low,500000
2526,20,12,6,E-Commerce,Bangalore,168140,2203225,Yes,High,5000000
2527,11,5,4,E-Commerce,Mumbai,1440580,1469389,Yes,High,5000000
2528,8,6,6,CleanTech,Chennai,805926,2429366,Yes,High,5000000
2529,19,9,9,FinTech,Kolkata,1340680,2118084,Yes,High,5000000
2530,8,12,1,E-Commerce,Delhi,639717,2117388,Yes,High,5000000
2531,19,4,2,EdTech,Mumbai,1852103,208893,No,Low,500000
2532,17,5,2,AgriTech,Chennai,256252,1641660,Yes,High,5000000
2533,14,13,10,AgriTech,Bangalore,1074093,1095490,Yes,High,5000000
2534,16,4,2,FinTech,Hyderabad,976480,2376042,Yes,High,5000000
2535,19,6,3,E-Commerce,Mumbai,1373985,2066231,Yes,High,5000000
2536,11,3,5,HealthTech,Delhi,1978013,376420,No,Low,500000
2537,7,2,10,E-Commerce,Mumbai,801227,1785652,Yes,High,5000000
2538,7,3,10,AgriTech,Kolkata,1944300,1787456,No,Low,500000
2539,20,12,7,FinTech,Mumbai,146034,1868403,Yes,High,5000000
2540,20,0,8,AgriTech,Bangalore,323153,296713,No,Low,500000
2541,10,4,3,E-Commerce,Bangalore,640202,688000,Yes,High,5000000
2542,20,0,6,E-Commerce,Chennai,875880,1871349,Yes,High,5000000
2543,19,10,10,EdTech,Hyderabad,574041,1240983,Yes,High,5000000
2544,15,8,8,CleanTech,Mumbai,1891600,1522684,No,Low,500000
2545,4,8,6,EdTech,Pune,1117185,2065888,Yes,High,5000000
2546,4,1,9,HealthTech,Delhi,137230,30402,No,Low,500000
2547,5,8,10,HealthTech,Chennai,1973149,2102993,Yes,High,5000000
2548,2,14,7,E-Commerce,Hyderabad,1972647,1049125,No,Low,500000
2549,13,6,1,AgriTech,Chennai,1924639,537111,No,Low,500000
2550,11,15,8,CleanTech,Chennai,482151,325286,No,Low,500000
2551,16,7,1,E-Commerce,Pune,1618364,964862,No,Low,500000
2552,9,7,4,CleanTech,Hyderabad,670230,421338,No,Low,500000
2553,3,14,5,EdTech,Chennai,1135309,2090135,Yes,High,5000000
2554,12,6,7,AgriTech,Chennai,1921910,893687,No,Low,500000
2555,14,9,5,E-Commerce,Mumbai,924705,1922715,Yes,High,5000000
2556,18,9,3,HealthTech,Pune,1046938,1677425,Yes,High,5000000
2557,16,5,1,CleanTech,Hyderabad,453651,637651,Yes,High,5000000
2558,9,3,2,AI,Bangalore,891704,1684303,Yes,High,5000000
2559,14,8,7,HealthTech,Bangalore,1962468,2133869,Yes,High,5000000
2560,16,4,10,HealthTech,Chennai,227156,1124079,Yes,High,5000000
2561,20,15,2,EdTech,Kolkata,852158,302376,No,Low,500000
2562,9,5,2,CleanTech,Pune,533455,1731890,Yes,High,5000000
2563,12,9,6,HealthTech,Bangalore,1534260,1435468,No,Low,500000
2564,7,15,3,EdTech,Hyderabad,588913,902770,Yes,High,5000000
2565,2,7,3,EdTech,Hyderabad,1788911,1656718,No,Low,500000
2566,8,6,6,AI,Bangalore,1482741,590939,No,Low,500000
2567,16,1,8,EdTech,Delhi,419672,688074,Yes,High,5000000
2568,18,14,9,AgriTech,Mumbai,1966411,1871862,No,Low,500000
2569,5,4,6,EdTech,Chennai,1920208,990336,No,Low,500000
2570,9,8,6,HealthTech,Bangalore,1655424,597046,No,Low,500000
2571,8,10,4,FinTech,Pune,772803,1159374,Yes,High,5000000
2572,12,11,5,EdTech,Pune,1894234,1796310,No,Low,500000
2573,6,7,5,CleanTech,Pune,1057426,1430939,Yes,High,5000000
2574,7,6,3,E-Commerce,Pune,1261277,233313,No,Low,500000
2575,7,2,8,EdTech,Delhi,305715,2432347,Yes,High,5000000
2576,20,10,2,AgriTech,Chennai,1149946,129373,No,Low,500000
2577,4,11,7,CleanTech,Chennai,1401519,659882,No,Low,500000
2578,6,13,5,HealthTech,Delhi,716699,658469,No,Low,500000
2579,8,11,6,FinTech,Hyderabad,1278705,628801,No,Low,500000
2580,6,6,1,CleanTech,Bangalore,52688,1175034,Yes,High,5000000
2581,2,5,2,FinTech,Bangalore,414105,289461,No,Low,500000
2582,12,15,8,CleanTech,Hyderabad,1968886,944594,No,Low,500000
2583,19,1,3,HealthTech,Delhi,121943,1767260,Yes,High,5000000
2584,5,6,1,AI,Hyderabad,1791250,357732,No,Low,500000
2585,19,10,5,AI,Delhi,1500171,535843,No,Low,500000
2586,5,11,9,HealthTech,Pune,1977327,2353296,Yes,High,5000000
2587,15,3,8,AI,Bangalore,829706,2055874,Yes,High,5000000
2588,7,13,4,EdTech,Pune,279421,650780,Yes,High,5000000
2589,19,3,2,EdTech,Delhi,813848,213178,No,Low,500000
2590,17,13,2,CleanTech,Delhi,1341763,372406,No,Low,500000
2591,8,10,6,FinTech,Chennai,820029,1080478,Yes,High,5000000
2592,9,6,6,CleanTech,Pune,280581,1667802,Yes,High,5000000
2593,7,5,10,E-Commerce,Kolkata,1300217,985098,No,Low,500000
2594,14,12,10,HealthTech,Bangalore,1608786,106824,No,Low,500000
2595,7,0,8,E-Commerce,Bangalore,669979,1960007,Yes,High,5000000
2596,5,13,7,AgriTech,Bangalore,1115108,1467637,Yes,High,5000000
2597,8,8,4,FinTech,Kolkata,1055748,547095,No,Low,500000
2598,6,12,1,EdTech,Mumbai,118869,716729,Yes,High,5000000
2599,9,13,9,FinTech,Bangalore,691412,2353750,Yes,High,5000000
2600,17,7,1,FinTech,Chennai,687477,1818495,Yes,High,5000000
2601,16,0,1,E-Commerce,Bangalore,1838706,1144215,No,Low,500000
2602,2,8,8,EdTech,Mumbai,1714910,783089,No,Low,500000
2603,9,15,5,AgriTech,Chennai,666155,966042,Yes,High,5000000
2604,18,12,1,AI,Chennai,315779,1015682,Yes,High,5000000
2605,7,14,1,AI,Hyderabad,1446846,441630,No,Low,500000
2606,15,6,8,EdTech,Hyderabad,1698415,1249118,No,Low,500000
2607,9,11,8,EdTech,Kolkata,739770,1162045,Yes,High,5000000
2608,8,2,4,EdTech,Hyderabad,1555227,53313,No,Low,500000
2609,13,2,3,EdTech,Pune,1988250,2404068,Yes,High,5000000
2610,7,2,2,HealthTech,Chennai,723479,1532620,Yes,High,5000000
2611,15,8,9,FinTech,Bangalore,1190479,2085498,Yes,High,5000000
2612,14,11,1,E-Commerce,Hyderabad,185194,1321954,Yes,High,5000000
2613,19,2,10,EdTech,Kolkata,316755,1145550,Yes,High,5000000
2614,10,12,7,CleanTech,Hyderabad,474228,2161651,Yes,High,5000000
2615,6,5,8,AI,Delhi,627794,1567916,Yes,High,5000000
2616,17,5,5,E-Commerce,Kolkata,392643,1047845,Yes,High,5000000
2617,8,13,6,AI,Bangalore,1195448,2056883,Yes,High,5000000
2618,2,3,6,EdTech,Bangalore,1412790,1285644,No,Low,500000
2619,16,10,1,E-Commerce,Chennai,1232404,1274374,Yes,High,5000000
2620,16,7,2,AgriTech,Chennai,1422632,205331,No,Low,500000
2621,7,10,6,FinTech,Kolkata,459955,755515,Yes,High,5000000
2622,8,4,5,EdTech,Bangalore,556890,851077,Yes,High,5000000
2623,12,8,6,EdTech,Chennai,1265621,1189028,No,Low,500000
2624,20,2,8,FinTech,Delhi,1138408,939412,No,Low,500000
2625,10,11,8,CleanTech,Hyderabad,1984779,2114970,Yes,High,5000000
2626,10,11,8,AgriTech,Hyderabad,1608159,1578072,No,Low,500000
2627,13,14,4,AI,Delhi,389560,537207,Yes,High,5000000
2628,15,14,4,E-Commerce,Kolkata,1007412,2344969,Yes,High,5000000
2629,14,12,10,CleanTech,Bangalore,896209,924917,Yes,High,5000000
2630,9,1,3,HealthTech,Bangalore,491265,1649529,Yes,High,5000000
2631,16,3,7,HealthTech,Kolkata,1523338,2195013,Yes,High,5000000
2632,20,3,4,CleanTech,Hyderabad,1873950,529477,No,Low,500000
